id,area,translated_tw,required_tokens,translator_note
HGHU-TW-003912,角色與劇情,但我想我們又要迎來炎熱的一天了！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003913,角色與劇情,?,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003914,角色與劇情,?,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003915,角色與劇情,?,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003916,角色與劇情,<hgh_f c=0>你們可以受苦受難</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003917,角色與劇情,<hgh_f c=0>你們可以像可悲的蛆蟲一樣蠕動</hgh_f>！！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003918,角色與劇情,<hgh_f c=0>在遺忘中永遠沉淪於折磨和痛苦之中吧</hgh_f>！！！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003919,角色與劇情,現在<hgh_f c=0>求我</hgh_f>吧！！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003920,角色與劇情,<hgh_f c=0>為了你們的狗命乞求吧</hgh_f>！！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003921,角色與劇情,早安，史凱！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003922,角色與劇情,<hgh_f c=0>小心</hgh_f>！！！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003923,角色與劇情,哈哈哈……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003924,角色與劇情,我能感覺到……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003925,角色與劇情,<hgh_f c=0>黑暗在蔓延</hgh_f>……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003926,角色與劇情,我的<hgh_f c=0>力量在增強</hgh_f>……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003927,角色與劇情,至於你。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003928,角色與劇情,不要這樣！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003929,角色與劇情,妳有看到<hgh_f c=0>博羅</hgh_f>嗎？,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003930,角色與劇情,你太弱了。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003931,角色與劇情,<hgh_f c=0>失敗</hgh_f>的感覺如何？,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003932,角色與劇情,如此悲慘地辜負了你的<hgh_f c=0>朋友</hgh_f>和<hgh_f c=0>家人</hgh_f>？,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003933,角色與劇情,拜託，大家還在指望你呢！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003934,角色與劇情,不。這就是結局。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003935,角色與劇情,在這裡，在<hgh_f c=0>黑暗</hgh_f>中……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003936,角色與劇情,在一個<hgh_f c=0>沒有人</hgh_f>能救你的地方。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003937,角色與劇情,不——不要！！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003938,角色與劇情,去<hgh_f c=0>澡堂</hgh_f>找找看。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003939,角色與劇情,你根本沒有勝算。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003940,角色與劇情,再見了。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003941,角色與劇情,<hgh_f c=0>住手</hgh_f>！！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003942,角色與劇情,<hgh_f c=0>你</hgh_f>是怎麼來到這裡的？,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003943,角色與劇情,真可悲。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003944,角色與劇情,桑塔，聽我說。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003945,角色與劇情,是我，史凱。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003946,角色與劇情,我最後一次看到他時，他是往那個方向走。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003947,角色與劇情,從我有記憶以來，我們就是最好的朋友。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003948,角色與劇情,我知道你現在很困惑，而且被<hgh_f c=0>黑暗魔法</hgh_f>給包圍了。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003949,角色與劇情,但你必須<hgh_f c=0>對抗它</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003950,角色與劇情,記住你<hgh_f c=0>到底是誰</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003951,角色與劇情,找回你的<hgh_f c=0>忠誠</hgh_f>與<hgh_f c=0>誠實</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003952,角色與劇情,掙脫<hgh_f c=0>黑暗</hgh_f>，跟隨你的<hgh_f c=0>心</hgh_f>吧！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003953,角色與劇情,桑塔……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003954,角色與劇情,我知道我有時是個很糟糕的朋友，也常常把事情搞砸。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003955,角色與劇情,但是……我希望你知道，我一直都相信著你！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003956,角色與劇情,你是每個人的<hgh_f c=0>朋友</hgh_f>……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003957,角色與劇情,即使對像我這樣，每個人都害怕的人來說……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003958,角色與劇情,記住你<hgh_f c=0>到底是誰</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003959,角色與劇情,找回你的<hgh_f c=0>善良</hgh_f>與<hgh_f c=0>同情心</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003960,角色與劇情,掙脫<hgh_f c=0>黑暗</hgh_f>，跟隨你的<hgh_f c=0>心</hgh_f>吧！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003961,角色與劇情,桑塔，你在那裡啊。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003962,角色與劇情,聽著，我知道你只是因為體內的<hgh_f c=0>黑暗魔法</hgh_f>才變得這麼奇怪。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003963,角色與劇情,但你叔叔真的很擔心你。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003964,角色與劇情,我們都很擔心。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003965,角色與劇情,我知道你永遠不會放棄我們，所以<hgh_f c=0>我們也不會放棄你</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003966,角色與劇情,記住你<hgh_f c=0>到底是誰</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003967,角色與劇情,找回你的<hgh_f c=0>力量</hgh_f>與<hgh_f c=0>勇氣</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003968,角色與劇情,現在<hgh_f c=0>醒過來</hgh_f>吧！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003969,角色與劇情,<hgh_f c=0>醒過來</hgh_f>，然後<hgh_f c=0>戰鬥</hgh_f>！！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003970,角色與劇情,怎麼……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003971,角色與劇情,發生什麼事了？,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003972,角色與劇情,我在哪裡？,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003973,角色與劇情,我們試著喚醒你已經好幾個小時了！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003974,角色與劇情,你還好嗎？,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003975,角色與劇情,我真怕你會……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003976,角色與劇情,噓……給她一點時間。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003977,角色與劇情,歡迎來到<hgh_f c=0>道具店</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003978,角色與劇情,你感覺怎麼樣？,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003979,角色與劇情,我想……我沒事……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003980,角色與劇情,你被<hgh_f c=0>黑暗魔法</hgh_f>給控制了。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003981,角色與劇情,恐怕這是我的錯。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003982,角色與劇情,不，叔叔……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003983,角色與劇情,是我的錯。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003984,角色與劇情,我<hgh_f c=0>知道</hgh_f><hgh_f c=0>精靈界</hgh_f>正處於危險之中。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003985,角色與劇情,我想要成為<hgh_f c=0>英雄</hgh_f>，拯救一切。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003986,角色與劇情,但是……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003987,角色與劇情,……我想要靠自己的力量做到。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003988,角色與劇情,我們再過幾分鐘就開始營業了！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003989,角色與劇情,我想在我的內心深處，還是覺得自己必須彌補我那<hgh_f c=0>人類的一半血統</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003990,角色與劇情,但如果沒有我人類朋友們的力量，我現在早就<hgh_f c=0>迷失</hgh_f>了。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003991,角色與劇情,我讓你們大家都陷入了這麼大的危險之中……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003992,角色與劇情,對不起。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003993,角色與劇情,我們很高興你回來了。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003994,角色與劇情,恕我直言，我開始覺得你<hgh_f c=0>人類的那一半</hgh_f>才是你<hgh_f c=0>更強大</hgh_f>的部分！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003995,角色與劇情,嘿——謝謝你，叔叔。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003996,角色與劇情,唉……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003997,角色與劇情,話說……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003998,角色與劇情,地上的這是什麼？,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-003999,角色與劇情,這一定是 里絲琦 偷走<hgh_f c=0>發電機</hgh_f>時掉下來的！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004000,角色與劇情,這就是她計畫攻擊<hgh_f c=0>精靈界</hgh_f>的地方！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004001,角色與劇情,沒時間浪費了。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004002,角色與劇情,我們得去抓個<hgh_f c=0>海盜女王</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004003,角色與劇情,哇！慢點！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004004,角色與劇情,是啊，我們對她的計畫<hgh_f c=0>一無所知</hgh_f>！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004005,角色與劇情,你可能會直接走進另一個陷阱裡！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004006,角色與劇情,他們說得對。這種情況需要<hgh_f c=0>耐心</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004007,角色與劇情,嗯。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004008,角色與劇情,她說過她要改造那台機器。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004009,角色與劇情,我們也知道她只曉得有<hgh_f c=0>四個</hgh_f>零件。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004010,角色與劇情,如果我們能找到關於她計畫如何改造那些零件的<hgh_f c=0>線索</hgh_f>……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004011,角色與劇情,……我就能製造一個<hgh_f c=0>裝置</hgh_f>來<hgh_f c=0>反制</hgh_f>她的計畫。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004012,角色與劇情,可是叔叔，我們每拖延一秒，里絲琦 就離<hgh_f c=0>腐化</hgh_f><hgh_f c=0>精靈界</hgh_f>更近一步！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004013,角色與劇情,如果我<hgh_f c=0>媽媽</hgh_f>真的<hgh_f c=0>在</hgh_f>那裡面，這可能是我找到她的最後機會了！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004014,角色與劇情,你說的當然沒錯。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004015,角色與劇情,嗯。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004016,角色與劇情,你現在可以去跟 里絲琦・布茲 <hgh_f c=0>正面對決</hgh_f>，或者繼續尋找<hgh_f c=0>線索</hgh_f>。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""</hgh_f>"",""<hgh_f c=0>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004017,角色與劇情,選擇權在你手上。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004018,角色與劇情,如果你們任何人找到<hgh_f c=0>線索</hgh_f>，不管它看起來多麼微不足道……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004019,角色與劇情,立刻把它帶到<hgh_f c=0>我的工作室</hgh_f>來！明白嗎？,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004020,角色與劇情,收到！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004021,角色與劇情,包在我身上！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004022,角色與劇情,我會讓扳手準備好起飛。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004023,角色與劇情,里絲琦 可能暫時佔了上風，但我們還沒完呢！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004024,角色與劇情,我本來想幫點忙的……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004025,角色與劇情,……但我忘了你在找什麼。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004026,角色與劇情,也許你應該跟鎮上的居民聊聊。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004027,角色與劇情,他們很多人都很了解這個地區……,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004028,角色與劇情,<hgh_f c=0>道具店</hgh_f>馬上就開門了！正在卸貨！,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004029,角色與劇情,……也許他們看到了什麼不尋常的東西。,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004030,角色與劇情,彈藥男爵！？,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[],""printf_token"":[],""var_tag"":[]}",
HGHU-TW-004031,角色與劇情,<hgh_f c=0>你</hgh_f>在這裡做什麼？,"{""brace_token"":[],""escaped_control"":[],""literal_newline"":[],""markup_tag"":[""</hgh_f>"",""<hgh_f c=0>""],""printf_token"":[],""var_tag"":[]}",
